seed,generation,fitness
5,135,25701.59551248401
5,136,25701.59551248401
5,137,25701.59551248401
5,138,25701.59551248401
5,139,25701.59551248401
5,140,25701.59551248401
5,141,25701.59551248401
5,142,25701.59551248401
5,143,25701.59551248401
5,144,25701.59551248401
5,145,25701.59551248401
5,146,25701.59551248401
5,147,25701.59551248401
5,148,25701.59551248401
5,149,25701.59551248401
5,150,25701.59551248401
5,151,25701.59551248401
5,152,25701.59551248401
5,153,25701.59551248401
5,154,25701.59551248401
5,155,25701.59551248401
5,156,25701.59551248401
5,157,25701.59551248401
5,158,25701.59551248401
5,159,25701.59551248401
5,160,25701.59551248401
5,161,25701.59551248401
5,162,25701.59551248401
5,163,25701.59551248401
5,164,25701.59551248401
5,165,25701.59551248401
5,166,25701.59551248401
5,167,25701.59551248401
5,168,25701.59551248401
5,169,25701.59551248401
5,170,25701.59551248401
5,171,25701.59551248401
5,172,25701.59551248401
5,173,25701.59551248401
5,174,25701.59551248401
5,175,25701.59551248401
5,176,25701.59551248401
5,177,25701.59551248401
5,178,25701.59551248401
5,179,25701.59551248401
5,180,25701.59551248401
5,181,25701.59551248401
5,182,25701.59551248401
5,183,25701.59551248401
5,184,25701.59551248401
5,185,25701.59551248401
5,186,25701.59551248401
5,187,25701.59551248401
5,188,25701.59551248401
5,189,25701.59551248401
5,190,25701.59551248401
5,191,25701.59551248401
5,192,25701.59551248401
5,193,25701.59551248401
5,194,25701.59551248401
5,195,25701.59551248401
5,196,25701.59551248401
5,197,25701.59551248401
5,198,25701.59551248401
5,199,25701.59551248401
5,200,25701.59551248401
